Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean
27.0,6.233,6.9,104.7,1300.0,2233.0
28.5,6.867,7.067,336.7,60.0,455.0
28.5,6.433,6.667,339.3,440.0,967.0
29.0,7.033,6.533,141.3,193.0,740.0
28.75,6.633,7.067,237.0,337.0,800.0
28.0,6.833,7.0,18389.0,173.0,583.0
29.5,6.333,7.167,24535.7,140.0,447.0
28.0,7.033,7.033,241.0,345.0,1260.0
28.5,7.0,7.133,302.0,323.0,933.0
29.0,3.5,6.567,1285.3,220.0,443.0
28.857,6.243,7.253,405.6,3333.0,21469.0
21.0,6.9,8.2,211.0,1400.0,2200.0
24.0,7.8,8.5,197.0,1700.0,3500.0
33.0,7.3,8.6,528.0,,
27.5,7.95,6.565,188.5,24.0,66.0
29.0,5.8,6.6,107.0,25.0,58.0
31.25,6.975,6.725,144.3,34.0,98.0
,5.35,7.19,216.3,11.0,31.0
30.0,7.525,6.61,93.3,10.0,26.0
29.0,7.15,6.56,141.0,22.0,73.0
,4.325,7.045,547.0,25.0,109.0
27.5,6.925,7.633,552.0,325.0,570.0
27.25,6.825,7.125,299.3,316.0,771.0
26.667,6.7,7.267,92.7,6.0,41.0
26.333,6.75,7.3,169.3,29.0,47.0
21.25,5.87,7.84,895.5,,
17.667,6.033,7.367,323.3,2390.0,6867.0
16.5,5.1,7.85,785.0,3050.0,36500.0
18.0,4.867,7.367,568.0,3500.0,27667.0
17.333,4.833,7.533,760.0,2300.0,30000.0
17.5,5.1,7.367,388.0,2723.0,43067.0
15.0,6.8,7.3,433.5,635.0,9250.0
17.5,4.2,7.367,758.0,34033.0,83667.0
18.0,5.533,7.3,453.3,35760.0,88333.0
17.5,5.2,7.3,391.3,23723.0,54067.0
18.0,4.2,7.733,825.3,10500.0,76667.0
18.333,4.033,7.667,855.0,17433.0,148667.0
18.667,4.133,7.633,811.3,38700.0,110333.0
18.0,5.35,7.55,682.5,,
19.0,4.05,7.85,773.5,,
17.5,6.25,7.9,770.0,,
18.5,6.65,7.875,914.5,9650.0,16900.0
19.5,7.2,9.01,340.5,12.0,23.0
22.0,6.27,7.89,3638.0,,
20.0,6.1,7.1,,4.0,14.0
26.0,0.6,7.3,646.0,,
27.0,,7.9,1151.0,,
27.0,,7.1,912.0,,
16.0,7.2,7.0,183.0,140.0,180.0
15.0,4.6,3.0,350.0,33.0,49.0
10.0,8.8,7.0,172.0,1800.0,2800.0
11.0,10.0,7.1,150.0,240.0,350.0
12.0,9.0,7.3,158.0,220.0,280.0
23.667,7.767,7.543,,,
23.7,7.167,8.143,,,
23.767,8.533,7.857,170.0,,
23.667,8.867,7.793,216.0,,
28.0,5.6,7.65,375.2,2636.0,18417.0
,,7.76,233.3,,
,,,,1200.0,37000.0
,,,,1200000.0,6400000.0
26.0,7.2,7.84,342.8,78.0,230.0
27.0,5.0,7.22,18370.3,9625.0,13525.0
29.0,6.2,8.11,480.0,14050.0,18810.0
27.0,7.2,8.07,580.0,150.0,280.0
28.0,6.2,7.98,11125.0,7147.0,50350.0
28.0,3.9,7.92,1039.0,6.0,36.0
29.0,7.2,7.42,246.9,10011.0,118311.0
28.0,6.9,6.44,302.9,12.0,116.0
29.0,7.8,6.69,255.9,13.0,140.0
29.0,6.7,7.35,346.1,13.0,148.0
28.0,8.3,6.68,348.9,13.0,155.0
28.0,8.1,6.18,187.4,12.0,155.0
29.0,7.7,6.55,121.8,13.0,164.0
29.0,8.6,6.56,181.4,24.0,155.0
28.0,7.7,6.45,302.5,10.0,142.0
28.0,7.4,6.07,142.8,12.0,140.0
,7.0,8.16,4545.0,9593.0,27550.0
,5.9,7.36,761.0,1200.0,4600.0
27.0,4.1,7.57,29369.3,1035.0,1993.0
27.0,3.9,5.27,5914.0,3.0,10.0
,5.7,7.62,665.0,1050.0,6000.0
,6.1,8.0,602.5,38143.0,38428.0
14.0,6.2,7.88,540.7,,1100.0
19.0,6.3,8.05,634.3,,75.0
27.0,7.1,7.2,280.5,74.0,95.0
28.0,7.4,7.27,253.3,,37.0
28.0,7.3,7.3,236.7,,58.0
,5.9,6.6,1359.5,170.0,387.0
,7.4,6.68,39.3,125.0,298.0
,7.1,6.75,41.9,147.0,378.0
,6.8,6.92,70.8,151.0,353.0
,6.8,6.98,7179.1,211.0,466.0
,6.8,7.03,36.8,118.0,624.0
,7.2,6.76,59.8,127.0,357.0
,6.2,6.63,106.8,128.0,360.0
,6.6,6.77,250.7,2433.0,3383.0
,6.9,6.95,51.3,1525.0,3100.0
,6.0,6.75,641.0,1900.0,3600.0
,5.4,6.85,73.3,4955.0,8375.0
,6.7,6.93,65.0,2100.0,4200.0
,6.9,6.85,56.3,1933.0,3400.0
,6.5,6.98,59.3,1333.0,2600.0
,6.8,7.06,63.3,1769.0,2825.0
,5.8,6.73,73.0,1925.0,3500.0
,6.8,6.8,69.8,1100.0,1775.0
,7.1,6.83,80.0,850.0,1475.0
,6.3,7.15,65.5,98.0,595.0
,6.3,6.95,77.5,253.0,775.0
,6.9,6.65,34.0,130.0,215.0
,6.4,6.75,49.3,197.0,350.0
,6.8,7.35,18568.3,215.0,660.0
,6.8,7.08,19740.8,127.0,515.0
,7.1,6.98,58.3,123.0,510.0
,7.0,7.23,67.5,140.0,453.0
,2.4,6.43,1041.3,133.0,373.0
27.0,6.7,7.56,128.4,11.0,250.0
,6.8,7.68,123.2,12.0,236.0
,6.5,7.33,135.8,13.0,208.0
,5.1,7.45,5168.8,7.0,210.0
,6.5,7.34,128.5,11.0,230.0
,6.6,7.47,143.8,16.0,358.0
,6.6,7.75,136.8,15.0,203.0
,7.9,7.85,76.5,,55.0
,7.4,7.0,82.3,,44.0
,7.0,7.9,77.5,,45.0
,6.9,7.73,85.3,,63.0
,7.3,7.77,128.3,,66.0
,8.0,7.8,132.0,,54.0
,5.5,6.58,121.3,,315.0
,7.0,7.43,136.7,,252.0
20.0,6.6,7.15,199.0,208.0,288.0
18.0,6.4,3.05,605.0,18.0,45.0
15.0,7.1,7.03,147.3,1675.0,2300.0
19.0,8.1,7.03,148.3,230.0,307.0
21.0,8.3,7.1,152.0,270.0,413.0
25.0,7.4,6.6,,,
25.0,6.8,6.3,,,
25.0,6.1,7.15,,,
26.0,7.5,7.2,,,
28.0,7.5,7.8,286.5,7448.0,17625.0
30.0,7.5,7.35,30683.0,1515.0,2145.0
27.0,6.0,7.55,214.5,2600.0,10950.0
32.0,6.3,7.43,201.3,2825.0,4500.0
29.0,6.1,8.33,868.5,,
,8.1,7.86,342.3,,
25.0,7.3,7.3,157.0,153.0,348.0
,4.9,7.33,494.7,1233.0,18000.0
28.0,6.3,7.58,379.8,1640.0,4963.0
28.0,6.1,7.58,490.0,4875.0,27500.0
25.0,6.8,7.43,337.5,1175.0,3043.0
26.0,6.7,7.38,333.5,548.0,11050.0
27.0,5.9,7.48,428.0,4050.0,22025.0
25.0,6.5,7.4,361.8,1158.0,15875.0
25.0,6.9,7.4,322.0,200.0,3500.0
26.0,5.1,7.48,496.5,4325.0,23500.0
28.0,5.0,7.4,515.3,8860.0,37320.0
28.0,5.1,7.43,503.3,12938.0,44000.0
16.0,6.2,7.63,423.3,,43.0
,4.4,8.23,390.0,14.0,150.0
,4.2,8.52,380.0,28.0,1100.0
23.0,4.0,7.65,729.0,1190.0,2950.0
22.0,8.0,8.31,617.0,14.0,30.0
,4.2,8.55,1184.7,,
,5.0,7.92,160.0,17.0,149.0
25.0,7.5,7.53,87.3,32.0,133.0
27.0,6.6,7.27,162.3,46.0,156.0
28.0,6.8,7.12,172.3,62.0,283.0
,6.7,7.6,277.8,12.0,33.0
28.0,7.1,6.94,95.8,10.0,26.0
27.0,7.4,7.0,88.5,27.0,105.0
,6.6,7.81,603.2,40.0,191.0
28.0,6.6,7.49,571.5,151.0,273.0
28.0,5.4,7.16,75.8,404.0,513.0
30.0,5.4,7.37,104.8,456.0,557.0
29.0,5.3,7.37,102.2,526.0,583.0
30.0,7.8,239.0,6.2,2.188,10720.0
29.0,7.5,442.0,6.7,,132.0
29.0,7.0,430.0,6.4,,175.0
29.0,7.2,216.0,7.1,,167.0
29.0,7.9,352.0,4.5,,158.0
28.0,7.0,86.0,7.8,0.1,145.0
29.0,6.8,65.0,7.5,,171.0
28.0,7.1,101.0,7.8,0.1,138.0
27.0,7.0,78.0,7.6,,145.0
29.0,7.2,60.0,8.0,,151.0
28.0,6.6,76.0,7.1,,169.0
,,,,,
28.0,8.0,368.0,7.4,,554.0
28.0,7.5,21331.0,3.6,,14109.0
30.0,8.1,540.0,7.2,,540.0
29.0,8.1,443.0,4.0,,6477.0
29.0,8.1,467.0,7.1,,107.0
32.0,7.8,1304.0,4.6,,63.0
30.0,8.0,1708.0,7.8,,2051.0
28.0,7.5,1175.0,5.7,,3900.0
28.0,7.5,67115.0,5.0,,3425.0
27.0,4.0,9948.0,0.4,,35.0
28.0,7.7,1148.0,4.8,2.0,10050.0
28.0,8.0,590.0,4.8,,2873.0
27.0,7.7,440.0,6.5,0.9,688.0
28.0,6.4,1579.0,5.8,0.513,959.0
27.0,6.8,62.0,7.5,0.221,892.0
28.0,6.9,44.0,6.8,0.151,734.0
28.0,6.9,62.0,6.8,0.21,802.0
28.0,7.0,9416.0,6.7,0.241,832.0
24.0,6.9,39.0,6.9,0.195,958.0
28.0,7.1,53.0,6.9,0.367,632.0
28.0,6.9,102.0,6.4,0.335,608.0
27.0,6.8,437.0,5.7,0.922,2933.0
27.0,7.3,58.0,7.0,0.367,3025.0
26.0,6.9,1835.0,5.9,0.61,2400.0
27.0,6.8,60.0,5.0,0.475,3050.0
29.0,7.2,80.0,6.8,0.252,12750.0
27.0,7.0,42.0,7.3,0.347,3800.0
26.0,7.0,51.0,6.7,0.3,2900.0
26.0,7.1,58.0,6.8,0.337,3000.0
26.0,7.0,63.0,6.4,0.278,3550.0
27.0,6.8,72.0,6.6,0.53,1350.0
26.0,6.8,83.0,6.5,0.417,1350.0
24.0,7.0,69.0,6.4,0.222,1400.0
28.0,6.8,88.0,6.9,0.307,1600.0
27.0,6.9,31.0,7.0,0.164,158.0
27.0,6.8,46.0,6.9,0.149,905.0
26.0,7.2,20850.0,6.5,0.477,1475.0
25.0,7.0,24336.0,6.7,0.529,620.0
25.0,7.1,77.0,7.2,0.411,985.0
25.0,7.1,76.0,7.0,0.167,735.0
29.0,6.5,3384.0,3.7,0.757,643.0
26.0,7.7,280.0,6.6,0.994,223.0
27.0,7.8,183.0,6.9,0.497,211.0
24.0,7.7,107.0,6.8,0.386,208.0
25.0,7.5,185.0,5.6,0.514,224.0
27.0,7.3,157.0,6.0,0.603,221.0
28.0,7.4,150.0,6.3,0.614,269.0
26.0,7.4,139.0,5.8,0.453,213.0
21.0,7.3,111.0,7.1,,80.0
21.0,7.4,74.0,7.5,,64.0
21.0,7.5,77.0,7.4,,65.0
21.0,7.3,97.0,7.3,,78.0
21.0,7.4,121.0,7.5,,69.0
21.0,7.4,142.0,6.7,,73.0
23.0,7.3,112.0,8.1,,225.0
21.0,7.5,124.0,3.7,,247.0
20.0,6.9,223.0,6.3,,295.0
17.0,3.1,493.0,5.8,,33.0
15.0,6.9,142.0,7.3,,1573.0
20.0,6.9,145.0,7.8,,245.0
21.0,7.0,145.0,7.3,,363.0
30.0,8.1,569.0,8.2,1.028,6050.0
27.0,7.7,28598.0,7.7,0.962,3200.0
30.0,7.4,219.0,6.8,0.964,11300.0
29.0,7.2,198.0,7.2,1.03,4950.0
29.0,8.0,978.0,5.4,1.24,
21.0,7.6,203.0,6.3,0.107,109.0
29.0,7.2,150.0,7.5,0.142,327.0
31.0,7.3,178.0,6.7,0.138,190.0
29.0,7.1,214.0,6.8,0.585,350.0
,7.5,293.0,7.2,0.568,35.0
28.0,6.9,146.0,7.1,0.506,38.0
28.0,7.0,136.0,7.5,0.609,205.0
,7.9,738.0,7.2,0.518,202.0
29.0,7.5,585.0,6.3,0.155,315.0
28.0,7.6,98.0,6.2,,570.0
28.0,7.7,91.0,6.5,,562.0
29.0,7.6,110.0,5.7,,546.0
